KEGGID	Name	GeneList
D04495	Ictasol (USAN)	 
D04496	Idoxifene (USAN/INN)	2099, 2100
D04497	Idremcinal (USAN/INN)	2862
D04498	Idronoxil (USAN/INN)	6715, 6716, 7153, 7155, 79644
D04499	Elaprase (TN), Idursulfase (USAN/INN), Idursulfase (genetical recombination) (JAN)	3423
D04500	Ifetroban (USAN/INN)	6915
D04501	Ifetroban sodium (USAN)	6915
D04502	Igmesine hydrochloride (USAN)	10280
D04503	Ilepcimide (USAN/INN)	 
D04504	Ilmofosine (USAN/INN)	 
D04505	Ilodecakin (USAN/INN), Tenovil (TN)	3587, 3588
D04506	Ilonidap (USAN/INN)	 
D04507	Imafen hydrochloride (USAN)	 
D04508	Imazodan hydrochloride (USAN)	5139, 5140
D04509	Imcarbofos (USAN/INN)	 
D04510	Imciromab pentetate (USAN), Myoscint (TN)	4624, 4625
D04511	Imidecyl iodine (USAN)	 
D04512	Imidocarb hydrochloride (USAN)	 
D04513	Imidurea (NF)	 
D04514	Imiloxan hydrochloride (USAN)	151
D04515	IPM, Imipenem (INN), Imipenem anhydrous	 
D04516	Immune globulin intravenous pentetate (USAN), Macroscint (TN)	 
D04517	Impromidine hydrochloride (USAN)	3274
D04518	Inalimarev (CEA, MUC-1, vaccinia virus) (USAN), PANVAC-V, Panvac (TN)	 
D04519	Incyclinide (USAN), Metastat (TN)	 
D04520	Indacrinone (USAN/INN)	 
D04521	Decabid (TN), Indecainide hydrochloride (USAN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D04522	Indisulam (USAN/INN)	 
D04523	Indium chlorides In 113m (USAN)	 
D04524	Indium In 111 altumomab pentetate (USAN)	1048, 1084, 1087, 1088, 1089, 4680, 634, 90273
D04525	Indium In 111 capromab pendetide (USP), Prostascint (TN)	2346
D04526	Indium (111In) oxyquinoline solution, Indium In 111 oxyquinoline (USP), Indium oxine In 111 (TN)	 
D04527	Indium (111In) diethylenetriamine pentaacetate injection (JAN), Indium DTPA In 111 (TN), Indium In 111 pentetate (USP)	 
D04528	Indium In 111 satumomab pendetide (USP), OncoScint CR/OV (TN)	 
D04529	Indolidan (USAN/INN)	5139, 5140
D04530	Indoprofen (USAN/INN)	 
D04531	Indoramin (USAN/INN)	146, 147, 148
D04532	Indoramin hydrochloride (USAN)	146, 147, 148
D04533	Indorenate hydrochloride (USAN)	3350, 3351, 3352, 3354, 3355
D04534	Indoxole (USAN)	 
D04535	Indriline hydrochloride (USAN)	 
D04536	FluShield (TN), Fluarix quadrivalent (TN), Influenza virus vaccine (USP)	 
D04537	Ingliforib (USAN/INN)	5834, 5836, 5837
D04538	Inocoterone acetate (USAN)	 
D04539	Insulin detemir (USAN/INN), Insulin detemir (genetical recombination) (JAN), Levemir (TN)	3643
D04540	Apidra (TN), Insulin glulisine (USAN/INN), Insulin glulisine (genetical recombination) (JAN)	3643
D04541	Insulin human, isophane (USP)	3643
D04542	Insulin human zinc (USP)	3643
D04543	Insulin human zinc, extended (USP)	3643
D04544	Imusay-125 (TN), Insulin I 125 (USAN)	3643
D04545	Imusay-131 (TN), Insulin I 131 (USAN)	3643
D04546	Insulin, dalanated (USAN)	3643
D04547	Humalog PEN (TN), Insulin, isophane (USP), Isophane insulin (aqueous suspension) (JAN), Isophane insulin human (genetical recombination) injectable aqueous suspension (JP17)	3643
D04548	Insulin, neutral (USAN), Neutral insulin injection (INN)	3643
D04549	Insulin zinc, extended (USP), Ultralente iletin (TN)	3643
D04550	Insulin zinc, prompt (USP), Semilente iletin (TN)	3643
D04551	Insulin zinc (USP), Lente iletin (TN)	3643
D04552	Interferon alfa-n1 (USAN), Well-feron (TN), alfa-Interferon	3454, 3455
D04553	Alferon N (TN), Interferon alfa-n3 (USAN)	3454, 3455
D04554	Avonex (TN), Interferon beta-1a (USAN), Interferon beta-1a (genetical recombination) (JAN), Rebif (TN)	3454, 3455
D04555	Intrazole (USAN)	 
D04556	Intriptyline hydrochloride (USAN)	 
D04557	Adreview (TN), Iobenguane I 123 (USP)	 
D04559	Adreview (TN), I 123 mibg (TN), Iobenguane sulfate I 123 (USAN)	 
D04560	Iobenguane sulfate I 131 (TN), Iobenguane sulfate I 131 (USAN)	 
D04561	Iocanlidic acid (123I) (INN), Iocanlidic acid I 123 (USAN)	 
D04562	Dimeray (TN), Iocarmate meglumine (USAN)	 
D04563	Cholebrine (TN), Iocetamic acid (USAN)	 
D04564	Iodipamide sodium I 131 (USAN), Radio-cholografin (TN)	 
D04565	Iodoantipyrine I 131 (USAN)	 
D04566	Iodocetylic acid (123I) (INN), Iodocetylic acid I 123 (USAN)	 
D04567	Iodocholesterol (131I) (INN), Iodocholesterol I 131 (USAN)	 
D04568	Iodohippurate sodium I 123 (USP), Nephroflow (TN)	 
D04569	Hippputope I-125 (TN), Iodohippurate sodium I 125 (USAN)	 
D04570	Hippuran I 131 (TN), Iodohippurate sodium I 131 (USAN), Sodium iodohippurate (131I) (JP17/INN)	 
D04571	Iodopyracet I 125 (USAN)	 
D04572	Iodopyracet I 131 (USAN)	 
D04573	Cholovue (TN), Iodoxamate meglumine (USAN)	 
D04574	Ioglicic acid (USAN/INN)	 
D04575	Ioglucol (USAN/INN)	 
D04576	Ioglucomide (USAN/INN)	 
D04577	Ioglycamic acid (USAN/INN)	 
D04578	Iogulamide (USAN)	 
D04579	Iomethin I 125 (USAN)	 
D04580	Iomethin I 131 (USAN)	 
D04581	Dopascan (TN), Iometopane (123I) (INN), Iometopane I 123 (USAN)	 
D04582	Iopentol (USAN/INN)	 
D04583	Iofendylate (INN), Iophendylate (USAN), Pantopaque (TN)	 
D04584	Ioprocemic acid (USAN/INN)	 
D04585	Bilimiron (TN), Iopronic acid (USAN/INN)	 
D04586	Iopydol (USAN)	 
D04587	Iopydone (USAN)	 
D04588	Iosefamic acid (USAN/INN)	 
D04589	Ioseric acid (USAN/INN)	 
D04590	Iosulamide meglumine (USAN)	 
D04591	Iosumetic acid (USAN/INN)	 
D04592	Iotasul (USAN/INN)	 
D04593	Iotetric acid (USAN/INN)	 
D04594	Ammonia water (JP17), Ammonia water (TN)	 
D04595	Glofil-125 (TN), Iothalamate sodium I 125 (USP), Sodium iotalamate (125I) (INN)	 
D04596	Conray I 131 (TN), Iothalamate sodium I 131 (USP), Sodium iotalamate (131I) (INN)	 
D04597	Iotyrosine I 131 (USAN)	 
D04598	Ioxaglate meglumine (USAN)	 
D04599	Ioxaglate sodium (USAN)	 
D04600	Ioxotrizoic acid (USAN/INN)	 
D04601	Ipazilide fumarate (USAN)	 
D04602	Ipexidine mesylate (USAN)	 
D04603	Ipilimumab (USAN/INN), Ipilimumab (genetical recombination) (JAN), Yervoy (TN)	1493
D04604	Ipodate calcium, Oragrafin calcium (TN)	 
D04605	Iprindole (USAN/INN)	 
D04606	Iprocinodine hydrochloride (USAN)	 
D04607	Iprofenin (USAN)	 
D04608	Ipronidazole (USAN/INN)	 
D04609	Iproplatin (USAN/INN)	 
D04610	Iproxamine hydrochloride (USAN)	 
D04611	Ipsapirone hydrochloride (USAN)	3350
D04612	Iratumumab (USAN)	943
D04613	Iriditope (TN), Iridium Ir 192 (USAN)	 
D04614	Irofulven (USAN/INN)	 
D04615	Iron sorbitex (USP)	 
D04616	Ferric oxide, saccharated, Iron sucrose (USP), Sucroferric oxyhydroxide, Velphoro (TN), Venofer (TN)	 
D04617	Irtemazole (USAN/INN)	 
D04618	Isamoxole (USAN/INN)	 
D04619	Immusine (TN), Isatoribine (USAN), Isatoribine monohydrate	51284
D04620	Iseganan hydrochloride (USAN)	 
D04621	Ismomultin alfa (USAN/INN)	 
D04622	Isobutamben (USAN/INN)	 
D04623	Isobutane (NF)	 
D04624	Isoconazole (USAN/INN)	 
D04625	Isoetarine (INN), Isoetharine (USP)	154
D04626	Bronkometer (TN), Isoetharine mesylate (USP)	154
D04627	Isoflupredone acetate (USAN)	 
D04628	Isomazole hydrochloride (USAN)	5139, 5140
D04629	Isomerol (USAN)	 
D04630	Isomolpan hydrochloride (USAN)	 
D04631	Isomylamine hydrochloride (USAN)	 
D04632	Isopropyl palmitate (NF)	 
D04633	Isostearyl alcohol (USAN), Witcohol 66 (TN)	 
D04634	Isosulfan blue (USAN), Lymphazurin (TN)	 
D04635	Isotiquimide (USAN/INN)	 
D04636	Isotretinoin anisatil (USAN)	5914, 5915, 5916
D04637	Isovaleramide (USAN)	 
D04638	Artil (TN), Isoxepac (USAN/INN)	 
D04639	Isoxicam (USAN/INN), Maxicam (TN)	 
D04640	Ispinesib mesylate (USAN)	3832
D04641	Istradefylline (JAN/USAN/INN), Nourianz (TN), Nouriast (TN)	135
D04642	Itasetron (USAN/INN)	170572, 200909, 285242, 3359, 9177
D04643	Itazigrel (USAN/INN)	 
D04644	Iturelix (USAN/INN)	2798
D04645	Ixabepilone (JAN/USAN/INN), Ixempra (TN)	10381, 10382, 10383, 203068, 347688, 347733, 7280, 81027, 84617
D04646	Izonsteride (USAN/INN)	6715, 6716
D04647	Juniper tar (USP)	 
D04648	Kalafungin (USAN)	 
D04649	Ketazocine (USAN/INN), Ketocyclazocine	4986
D04650	Ketazolam (USAN/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D04651	Kethoxal (USAN/INN)	 
D04652	Ketipramine fumarate (USAN)	 
D04653	Ketorfanol (USAN/INN)	 
D04655	Krypton clathrate Kr 85 (USAN)	 
D04656	Krypton (81mKr), Krypton Kr 81m (USP), MPI krypton 81m gas generator (TN)	 
D04657	Lacidipine (USAN/INN), Motens (TN)	775, 776, 778, 779
D04658	Cattlyst (TN), Laidlomycin propionate potassium (USAN)	 
D04659	Lamifiban (USAN/INN)	3674, 3690
D04660	Lamifiban hydrochloride (USAN)	3674, 3690
D04661	Lanimostim (USAN/INN)	 
D04662	Lanolin (TN), Lanolin (USP), Purified lanolin (JP17)	 
D04663	Eucerin, Lanolin alcohols (NF)	 
D04664	Hydrous lanolin (JP17), Lanolin (TN), Lanolin, modified (USP), Wool wax	 
D04665	Lanoteplase (USAN/INN), Lanoteplase (genetical recombination) (JAN)	 
D04666	Lanreotide acetate (JAN/USAN), Somatuline (TN)	6752, 6755
D04667	Fosrenol (TN), Lanthanum carbonate (USAN), Lanthanum carbonate hydrate (JAN)	 
D04668	Melilot extract (non-JP), Takavensu (TN)	 
D04669	Lapirium chloride (INN), Lapyrium chloride (USAN)	 
D04670	Aldurazyme (TN), Laronidase (USAN), Laronidase (genetical recombination) (JAN)	3425
D04671	Lasalocid (USAN/INN)	 
D04672	Lasofoxifene tartrate (JAN/USAN)	2099, 2100
D04673	Laureth 10S (USAN)	 
D04674	Forsythia fruit (JP17), Forsythia fruit (TN), Powdered forsythia fruit (non-JP)	 
D04675	Esberiven (TN), Melilot extract and rutin hydrate	 
D04676	Paraphlebon (JAN)	 
D04677	Circanetten (TN), Paraphlebon, senna powder, sulfur and potassium hydrogen tartrate	 
D04678	Laurocapram (USAN/INN)	 
D04679	Lauryl isoquinolinium bromide (USAN)	 
D04680	Lavoltidine succinate (USAN)	3274
D04681	Lazabemide (USAN/INN)	4129
D04682	Lecithin (NF)	 
D04683	Lecozotan SR, Lecozotan hydrochloride (USAN), SRA 333	3350
D04684	Aluminum potassium sulfate hydrate and tannic acid, Zione (TN)	 
D04685	Ledoxantrone trihydrochloride (USAN), Sedoxantrone trihydrochloride	7153, 7155
D04686	Lemon oil (NF), Lemon tincture (NF)	 
D04687	Lenalidomide (USAN/INN), Revlimid (TN)	7124
D04688	Borraza-G (TN), Tribenoside and lidocaine	 
D04690	Lenercept (USAN/INN)	4049, 4050, 7124
D04691	Leniquinsin (USAN/INN)	 
D04692	Diflucortolone valerate and lidocaine, Neriproct (TN)	 
D04693	Lergotrile (USAN/INN)	1813
D04694	Lergotrile mesylate (USAN)	1813
D04695	Leridistim (USAN/INN)	1441, 3563
D04696	Lestaurtinib (USAN/INN)	2322
D04697	Esculin, Esculoside (JAN)	 
D04698	Leteprinim potassium (USAN), Neotrofin (TN)	 
D04699	Hydrocortisone, fradiomycin sulfate, dibucaine hydrochloride and esculoside, Proctosedyl (TN)	 
D04700	Letimide hydrochloride (USAN)	 
D04701	Levalbuterol sulfate (USAN)	154
D04702	Bromelain and tocopherol acetate, Hemonase (TN)	 
D04703	Levalbuterol tartrate (USAN), Xopenex HFA (TN)	154
D04704	Levamfetamine succinate (USAN)	 
D04705	Lithospermum root (JP17), Lithospermum root (TN), Macrotomiae radix	 
D04706	Levcycloserine (USAN/INN)	 
D04707	Borraginol N (TN), Lithospermum root extract, ethyl aminobenzoate, dibucaine hydrochloride, diphenhydramine hydrochloride and cetrimide	 
D04708	Levdobutamine lactobionate (USAN)	153
D04709	Scopolia extract and tannic acid (JP17), Scopolia extract and tannic acid (TN)	 
D04710	Betaxon (TN), Levobetaxolol hydrochloride (USAN)	153
D04711	Cernilton, Cernilton (TN), Cernitin pollen extract (JAN)	 
D04712	Quercus salicina extract (non-JP), Urocalun (TN)	 
D04713	Dromos (TN), Levocarnitine propionate hydrochloride (USAN)	 
D04714	Levofuraltadone (USAN/INN)	 
D04715	Calcium levofolinate (INN), Fusilev (TN), Isovorin (TN), Levofolinate calcium (JAN), Levoleucovorin calcium (USAN)	 
D04716	Levacetylmethadol (INN), Levomethadyl acetate (USAN)	4988
D04717	Levonantradol hydrochloride (USAN)	1268
D04718	Levopropoxyphene napsylate (USAN)	 
D04719	Levopropylcillin potassium (USAN)	 
D04720	Levosimendan (USAN/INN), Simdax (TN)	5139, 5140
D04721	Levotofisopam (USAN/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D04722	Levoxadrol hydrochloride (USAN)	 
D04723	Iodine tincture (JP17), Iodine tincture (TN)	 
D04724	Lexipafant (USAN/INN)	5724
D04725	Lexithromycin (USAN/INN)	 
D04726	Medicinal soap (JP17), Medicinal soap (TN)	 
D04727	Liatermin (USAN/INN)	 
D04728	Licostinel (USAN/INN)	2902, 2903, 2904, 2905, 2906
D04730	Hepato-Scan (TN), Lidofenin (USAN/INN)	 
D04732	Alcohol (TN), Isopropanol and methylated alcohol	 
D04733	Angex (TN), Lidoflazine (USAN/INN)	 
D04734	Alkyldiaminoethylglycine hydrochloride (JAN), Alkylpolyaminoethylglycine hydrochloride, Tego (TN)	 
D04735	Lifarizine (USAN/INN)	 
D04736	Lifibrate (USAN/INN)	 
D04737	Lifibrol (USAN/INN)	 
D04738	Linarotene (USAN/INN)	 
D04739	Linogliride (USAN/INN)	3767, 6833
D04740	Linogliride fumarate (USAN)	3767, 6833
D04741	Linopirdine (USAN/INN)	 
D04742	Liothyronine I 125 (USAN), Triomet-125 (TN)	 
D04743	Liothyronine I 131 (USAN), Triomet-131 (TN)	 
D04744	Hypoethanol (TN), Sodium thiosulfate and ethanol	 
D04745	Alkylpolyaminoethylglycine hydrochloride (JAN)	 
D04746	Lisadimate (USAN/INN)	 
D04747	Elvanse (TN), Lisdexamfetamine dimesylate (USAN), Lisdexamfetamine mesilate (JAN), Vyvanse (TN)	6530, 6531
D04748	Lisofylline (USAN/INN), ProTec (TN)	3592, 3593
D04749	Lithium citrate (USP), Lithonate (TN)	 
D04750	Lithium hydroxide (USP)	 
D04751	Lixazinone sulfate (USAN)	5139, 5140
D04752	Lixivaptan (USAN/INN)	554
D04753	Chlomy-P (TN), Chloramphenicol, fradiomycin sulfate and prednisolone	 
D04754	Lobendazole (USAN/INN)	 
D04755	Bacitracin and fradiomycin sulfate, Baramycin (TN)	 
D04756	Fradiomycin sulfate and trypsin, crystallized, Francetin T (TN)	 
D04757	Lobucavir (USAN/INN)	 
D04758	Lodelaben (USAN/INN)	 
D04759	Lodenosine (USAN)	 
D04760	Lodoxamide ethyl (USAN)	 
D04761	Camphor (TN), d-Camphor and ethanol	 
D04762	Alomide (TN), Lodoxamide tromethamine (USAN)	 
D04763	Lofemizole hydrochloride (USAN)	 
D04764	Lofentanil oxalate (USAN)	4988
D04765	Lofexidine (TN), Lofexidine hydrochloride (USAN), Lucemyra (TN)	150, 151, 152
D04766	Lometrexol sodium (USAN)	2618
D04767	Lomofungin (USAN)	 
D04768	Lonafarnib (USAN/INN)	2339, 2342
D04769	Aersolin D (TN), Fradiomycin sulfate and prednisolone	 
D04770	Lonapalene (USAN)	240
D04771	Kenacort-AG (TN), Triamcinolone acetonide, fradiomycin sulfate and gramicidin	 
D04772	Lontucirev (replicating adenovirus) (USAN)	 
D04773	Betamethasone valerate and gentamicin sulfate (JP17), Rinderon-VG (TN)	 
D04774	Lorajmine hydrochloride (USAN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D04775	Tetra cortisone (TN), Tetracycline hydrochloride and hydrocortisone acetate	 
D04776	Oxytetracycline hydrochloride and hydrocortisone, Terra Cortril (TN)	 
D04777	Lorbamate (USAN/INN)	 
D04778	Lorcainide hydrochloride (USAN)	 
D04779	Lorcinadol (USAN/INN)	 
D04780	Loreclezole (USAN/INN)	 
D04781	Lortalamine (USAN/INN)	6530
D04782	Lorzafone (USAN)	 
D04783	Losoxantrone hydrochloride (USAN)	7153, 7155
D04784	Losulazine hydrochloride (USAN)	 
D04785	Lotrafiban hydrochloride (USAN)	3674, 3690
D04786	Loviride (USAN/INN)	 
D04787	Loxoribine (USAN/INN)	51284
D04788	Lubazodone hydrochloride (USAN)	3356, 6532
D04789	Lubeluzole (USAN/INN), Prosynap (TN)	163688, 51806, 801, 805, 808, 810, 91860
D04790	Amitiza (TN), Lubiprostone (JAN/USAN/INN)	1181
D04791	Lucanthone hydrochloride (USAN)	 
D04792	Lucinactant (USAN), Surfaxin (TN)	 
D04793	Lufironil (USAN/INN)	283208, 5033, 8974
D04794	Lupitidine hydrochloride (USAN)	3274
D04795	Flucort F (TN), Fradiomycin sulfate and fluocinolone acetonide, Neo-synalar (TN), Neomycin sulfate and fluocinolone acetonide	 
D04796	Betnevate N (TN), Fradiomycin sulfate and betamethasone valerate	 
D04797	Zinc oxide starch powder (JP17), Zinc oxide starch powder (TN)	 
D04798	Zinc oxide oil (JP17), Zinc oxide oil (TN)	 
D04799	Heparinoid (JAN), Hirudoid (TN)	 
D04800	Amel S (TN), Heparinoid, adrenal extract and salicylic acid	 
D04801	Eurax H (TN), Hydrocortisone and crotamiton	 
D04802	Phenol and zinc oxide liniment (JP17), Phenol and zinc oxide liniment (TN)	 
D04803	Calamine Lotion (TN), Calamine and zinc oxide	 
D04804	Cantharides tincture (JAN), Cantharides tincture (TN)	 
D04805	Juvela (TN), Tocopherol and vitamin A	 
D04806	Hydrocortisone acetate, diphenhydramine hydrochloride and fradiomycin sulfate, Strong restamin cortisone (TN)	 
D04807	Pine tar (JAN), Pine tar (TN)	 
D04808	Mercurial ointment, Mercurial ointment (TN)	 
D04809	Glycerin and potash solution (JP17), Glycerin and potash solution (TN)	 
D04810	Potash soap (JP17), Potash soap (TN)	 
D04811	Sulfur and camphor (JP17), Sulfur and camphor (TN)	 
D04812	Sorenurse (TN), Sucrose and povidone iodine	 
D04813	Lidocaine hydrochloride and epinephrine bitartrate, Lidosite (TN), Ora (TN)	 
D04814	Ethyl aminobenzoate and p-butylaminobenzoyldiethylaminoethyl hydrochloride, Neozalocaine (TN)	 
D04815	Homosulfamine, Mafenide hydrochloride	 
D04816	Ethyl aminobenzoate, tetracaine hydrochloride, dibucaine hydrochloride and homosulfamine, Prones-pasta aroma (TN)	 
D04817	Citanest octapressin (TN), Propitocaine hydrochloride and felypressin	 
D04818	Citanest (TN), Propitocaine hydrochloride and epinephrine bitartrate	 
D04819	Arsenic trioxide, dibucaine hydrochloride, dl-methylephedrine hydrochloride, p-butylaminobenzoyldiethylaminoethyl hydrochloride and benzyl alcohol, Neoarsen black (TN)	 
D04820	Latuda (TN), Lurasidone hydrochloride (JAN/USAN), SM 13496	1813, 3356
D04821	Lurosetron mesylate (USAN)	170572, 200909, 285242, 3359, 9177
D04822	Lurtotecan dihydrochloride (USAN)	7150
D04823	Lutrelin acetate (USAN)	2798
D04824	Lutropin alfa (USAN/INN), Luveris (TN)	3973
D04825	Lyapolate sodium (USAN), Peson (TN), Sodium apolate (INN), Sodium polyethylenesulfonate (JAN)	 
D04826	Lycetamine (USAN)	 
D04827	Lydimycin (USAN/INN)	 
D04828	Lysostaphin (USAN)	 
D04830	Maduramicin (USAN/INN)	 
D04832	Magaldrate (USP/INN), Riopan (TN)	 
D04833	Magnesium aluminum silicate (NF), Veegum (TN)	 
D04834	Magnesium chloride (JAN/USP)	 
D04835	Almora (TN), Magnesium D-gluconate dihydratae, Magnesium gluconate (USP)	 
D04836	Magnesium phosphate (USP), Magnesium phosphate pentahydrate	 
D04837	Zinc iodide	 
D04838	Iodine zinc iodide for Kantop (TN), Zinc iodide and iodine	 
D04839	Florisil, Magnesium silicate (JP17/NF)	 
D04840	Camphenic (TN), Dental phenol with camphor (JP17), Phenol and camphor	 
D04841	Malethamer (USAN/INN)	 
D04842	Formalin and cresol, Formalin cresol (TN)	 
D04843	Malate, Malic acid (NF)	 
D04844	Paraformaldehyde and dibucaine hydrochloride, Periodon (TN)	 
D04845	Maltitol (NF)	 
D04846	Formalin and Guaiacol, Formalin-guaiacol FG (TN)	 
D04847	Guaiacol and parachlorophenol, Methocol (TN)	 
D04848	Mangafodipir trisodium (USP), Teslascan (TN)	 
D04849	dl-Menthol (JP17)	79054, 8989
D04850	Phenol with thymol (TN), Phenol, thymol and dl-menthol	 
D04851	Disodium edetate hydrate and cetrimide, Morhonine (TN)	 
D04852	Lumenhance (TN), Manganese chloride (USP), Manganese chloride tetrahydrate (JAN)	 
D04853	Manganese gluconate (USP)	 
D04854	Manganese sulfate (TN), Manganese sulfate (USP), Manganese sulfate monohydrate	 
D04855	Ethanol for disinfection (JP17), Ethanol for disinfection (TN)	 
D04856	Calvital (TN), Sulfathiazole, diethylaminoethyl p-butylaminobenzoate hydrochloride, iodoform and calcium hydroxide	 
D04857	Neodyne (TN), Zinc oxide and eugenol	 
D04858	Mapatumumab (USAN/INN)	8797
D04859	Camvia (TN), Maribavir (USAN/INN)	 
D04860	Maropitant citrate (USAN)	6869
D04861	Cresol, formalin, clove oil and zinc oxide, Palpack V (TN)	 
D04862	Actinex (TN), Masoprocol (USAN/INN), meso-Nordihydroguaiaretic acid	1956, 3479
D04863	Mavacoxib (USAN)	5743
D04864	Maytansine (USAN)	10381, 10382, 10383, 203068, 347688, 347733, 7280, 81027, 84617
D04865	Tetracycline hydrochloride and Epidihydrocholesterin, Tetracycline presteron (TN)	 
D04866	Freeze-dried live attenuated measles vaccine (JP17)	 
D04867	Fradiomycin celludent (TN), Fradiomycin sulfate and hydrocortisone acetate	 
D04868	Mebeverine hydrochloride (USAN)	1128, 1129, 1131, 1132, 1133
D04869	Mebrofenin (USAN/INN)	 
D04870	Iplex (TN), Mecasermin rinfabate (USAN/INN)	2690, 3480
D04871	Mecetronium ethyl sulfate, Mecetronium ethylsulfate (USAN/INN)	 
D04872	Chlormethine hydrochloride, Mechlorethamine hydrochloride (USP), Mustargen (TN)	 
D04873	Surgicalpack N (TN), Zinc oxide and clove oil	 
D04874	Sodium iodide (JP17/USP)	 
D04875	Neoglycerol (TN), Zinc sulfate, iodine, sodium iodine and glycerin	 
D04876	Hinokitiol	 
D04877	Mecloqualone (USAN/INN)	 
D04878	Meclorisone dibutyrate (USAN)	 
D04879	Hinoporon (TN), Hydrocortisone acetate, hinokitiol and ethyl aminobenzoate	 
D04880	Dental iodine glycerin (JP17), Iodine glycerin (TN)	 
D04881	Aluminum chloride, cetylpyridinium chloride and Lidocaine, Dental TDZ (TN)	 
D04882	Medazepam hydrochloride (USAN), Nobrium (TN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D04883	Medetomidine hydrochloride (USAN)	150, 151, 152
D04884	Medorinone (USAN/INN)	 
D04885	Medrogestone (USAN/INN)	5241
D04886	Medronate disodium (USAN)	 
D04887	Medronic acid (USAN)	 
D04888	Medroxalol (USAN/INN)	153, 154, 155
D04889	Medroxalol hydrochloride (USAN)	153, 154, 155
D04890	Thiamine disulfide nitrate (JAN)	 
D04891	Mefenidil (USAN)	 
D04892	Mefenidil fumarate (USAN)	 
D04893	Mefenorex hydrochloride (USAN)	 
D04894	Mefexamide (USAN/INN)	 
D04895	Mefloquine (USAN/INN)	 
D04896	Megalomicin potassium phosphate (USAN)	 
D04897	Meglutol (USAN/INN)	 
D04899	Thiamine chloride hydrochloride, riboflavin sodium phosphate and ascorbic acid	 
D04900	Melengestrol acetate (USP)	 
D04901	Alithia N (TN), Thiamine disulfide, pyridoxine hydrochloride and cyanocobalamin	 
D04902	Flavin adenine dinucleotide sodium and pyridoxal phosphate, Ribomin S (TN)	 
D04903	Melizame (USAN/INN)	 
D04904	Dai medine (TN), Thiamine disulfide, pyridoxine hydrochloride and hydroxocobalamin acetate	 
D04905	Memantine hydrochloride (JAN/USAN), Memary (TN), Namenda (TN)	2902, 2903, 2904, 2905, 2906
D04906	Memotine hydrochloride (USAN)	 
D04907	Menabitan hydrochloride (USAN)	 
D04908	Kappadione (TN), Menadiol sodium diphosphate (USP), Menadiol sodium diphosphate hexahydrate	 
D04909	Ascorbic acid and calcium pantothenate (JP17), Cinal (TN)	 
D04910	Meningococcal polysaccharide vaccine group A	 
D04911	Benfotiamine, pyridoxine hydrochloride and cyanocobalamin, Vitamedin (TN)	 
D04912	Menoctone (USAN/INN)	 
D04913	Daivitamix (TN), Thiamine chloride hydrochloride, pyridoxine hydrochloride and cyanocobalamin	 
D04914	Menogaril (USAN/INN)	7153, 7155
D04915	Calcium pantothenate, riboflavin, pyridoxine hydrochloride and nicotinamide, Pancal (TN)	 
D04916	Thiamine nitrate, pyridoxine hydrochloride and hydroxocobalamin acetate, Tridocelan (TN)	 
D04917	Neurovitan (TN), Octotiamine, riboflavin, pyridoxine hydrochloride and cyanocobalamin	 
D04918	Fisherman's friend lozenges (TN), Menthol (USP)	79054, 8989
D04919	Pyridoxal phosphate, fursultiamine hydrochloride, riboflavin and hydroxocobalamin acetate, Vitadan (TN)	 
D04920	Meobentine sulfate (USAN)	 
D04921	Mepartricin (USAN/INN)	 
D04922	Fursultiamine, pyridoxal phosphate and hydroxocobalamin acetate, Vitaneurin (TN)	 
D04923	Mepolizumab (USAN/INN), Mepolizumab (genetical recombination) (JAN), Nucala (TN)	3567
D04924	Meptazinol hydrochloride (USAN)	4988
D04925	Mequidox (USAN/INN)	 
D04926	Mequinol (USAN/INN)	 
D04927	Meradimate (USAN/INN)	 
D04928	Meralein sodium (USAN/INN)	 
D04929	Hydroxocobalamin hydrochloride (JAN)	 
D04930	Benfotiamine, pyridoxine hydrochloride and Hydroxocobalamin hydrochloride, Vitamedin-S (TN)	 
D04931	Mercaptopurine (INN), Mercaptopurine anhydrous, Purinethol (TN)	3251
D04932	Mercufenol chloride (USAN)	 
D04933	Thiamine disulfide phosphate (JAN)	 
D04934	Mercuric amidochloride, Mercury amide chloride, Mercury, ammoniated (USP)	 
D04935	Thiamine disulfide phosphate, pyridoxine hydrochloride and cyanocobalamin, Vitamedin (TN)	 
D04936	Merimepodib (USAN/INN)	3614, 3615
D04937	Bifuroxin (TN), Riboflavin and pyridoxine hydrochloride	 
D04938	Merisoprol acetate Hg 197 (USAN)	 
D04939	Merisoprol acetate Hg 203 (USAN)	 
D04940	Merisoprol Hg 197 (USAN), Merprane (TN)	 
D04941	Meseclazone (USAN/INN)	 
D04943	Mespiperone (11C) (INN), Mespiperone C 11 (USP)	 
D04944	Iodolecithine (JAN), Jolethin (TN)	 
